user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.316	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	GCA_000210555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	98.72	0.99	GCA_000210555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	98.72	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548825.1, s__Coprococcus_A sp900548825, 95.0, 85.76, 0.72	49.72	11	N/A	N/A
bin.317	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	30.04	11	0.8268095051774614	N/A
bin.318	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	GCA_900547385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.94	0.83	GCA_900547385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.94	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 85.99, 0.74; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 85.67, 0.78; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 84.25, 0.66; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 82.45, 0.74; GCF_900104675.1, s__Angelakisella massiliensis, 95.0, 77.36, 0.11	72.42	11	N/A	N/A
bin.32	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.18	0.85	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.18	0.85	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 88.9, 0.77; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.39, 84.35, 0.67; GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 84.2, 0.67; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 84.05, 0.72; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.39, 84.01, 0.71; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 84.0, 0.67; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.19, 84.0, 0.67; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 83.37, 0.69; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 83.04, 0.7; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 82.74, 0.58; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 82.48, 0.53; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 81.42, 0.49; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 81.23, 0.52; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 81.1, 0.49; GCF_000196555.1, s__Bifidobacterium longum, 95.0, 81.08, 0.46; GCF_001895165.1, s__Bifidobacterium lemurum, 95.0, 81.07, 0.5; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 81.06, 0.5; GCF_002259685.1, s__Bifidobacterium eulemuris, 95.0, 81.04, 0.5; GCF_000741175.1, s__Bifidobacterium callitrichos, 95.0, 81.0, 0.51; GCF_001417815.1, s__Bifidobacterium aesculapii, 95.0, 80.96, 0.49; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 80.91, 0.52; GCF_000741165.1, s__Bifidobacterium biavatii, 95.0, 80.85, 0.52; GCF_002802875.1, s__Bifidobacterium primatium, 95.0, 80.77, 0.41; GCF_002802905.1, s__Bifidobacterium simiarum, 95.0, 80.75, 0.44; GCF_003024955.1, s__Bifidobacterium callitrichos_A, 95.0, 80.74, 0.49; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 80.72, 0.44; GCF_002234915.1, s__Bifidobacterium vansinderenii, 95.0, 80.69, 0.43; GCF_003952005.1, s__Bifidobacterium sp003952005, 95.0, 80.69, 0.42; GCF_003952945.1, s__Bifidobacterium sp003952945, 95.0, 80.69, 0.53; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 80.66, 0.51; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 80.65, 0.41; GCF_001025135.1, s__Bifidobacterium bifidum, 95.0, 80.64, 0.45; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 80.61, 0.46; GCF_000741215.1, s__Bifidobacterium gallinarum, 95.0, 80.6, 0.48; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 80.49, 0.46; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 80.48, 0.38; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 80.45, 0.39; GCF_003129925.1, s__Bifidobacterium catulorum, 95.0, 80.37, 0.36; GCF_002860355.1, s__Bifidobacterium margollesii, 95.0, 80.17, 0.41; GCF_002259645.1, s__Bifidobacterium tissieri, 95.0, 80.17, 0.39; GCF_002802865.1, s__Bifidobacterium scaligerum, 95.0, 80.11, 0.41; GCA_002298605.1, s__Bifidobacterium sp002298605, 95.0, 79.95, 0.4; GCA_000741495.1, s__Bifidobacterium thermophilum_A, 95.0, 79.88, 0.37; GCF_000741535.1, s__Bifidobacterium boum, 95.0, 79.8, 0.36; GCF_004155535.1, s__Bifidobacterium pseudolongum_C, 95.0, 79.76, 0.39; GCF_000741255.1, s__Bifidobacterium magnum, 95.0, 79.76, 0.34; GCF_003951095.1, s__Bifidobacterium sp003951095, 95.0, 79.68, 0.33; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 79.63, 0.41; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 79.62, 0.39; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 79.58, 0.42; GCF_000771265.1, s__Bifidobacterium thermophilum, 95.0, 79.56, 0.37; GCF_000741295.1, s__Bifidobacterium globosum, 95.0, 79.53, 0.4; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 79.44, 0.39; GCF_003952025.1, s__Bifidobacterium sp003952025, 95.0, 79.41, 0.39; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 79.13, 0.41; GCF_000741775.1, s__Bifidobacterium subtile, 95.0, 78.93, 0.37; GCF_000741285.1, s__Bifidobacterium mongoliense, 95.0, 78.91, 0.29; GCF_002259755.1, s__Bifidobacterium hapali, 95.0, 78.87, 0.27; GCF_000260715.1, s__Bifidobacterium animalis, 95.0, 78.78, 0.38; GCA_900551485.1, s__Bifidobacterium sp900551485, 95.0, 78.69, 0.34; GCF_002286935.1, s__Bifidobacterium criceti, 95.0, 78.56, 0.35; GCF_000741205.1, s__Bifidobacterium gallicum, 95.0, 78.42, 0.27; GCF_003315635.1, s__Bifidobacterium aemilianum, 95.0, 78.4, 0.23; GCF_000741645.1, s__Bifidobacterium minimum, 95.0, 78.28, 0.23; GCF_000741525.1, s__Bifidobacterium bohemicum, 95.0, 78.24, 0.21; GCF_003951975.1, s__Bifidobacterium sp003951975, 95.0, 78.15, 0.14; GCF_001263395.1, s__Bifidobacterium actinocoloniiforme, 95.0, 78.11, 0.18; GCF_000967185.1, s__Bifidobacterium asteroides_B, 95.0, 78.1, 0.16; GCF_000967265.1, s__Bifidobacterium asteroides_A, 95.0, 78.08, 0.17; GCF_002715865.1, s__Bifidobacterium asteroides, 95.0, 78.02, 0.14; GCF_003202755.1, s__Bifidobacterium asteroides_F, 95.0, 77.99, 0.15; GCF_000706765.1, s__Bifidobacterium indicum, 95.0, 77.92, 0.16; GCF_000741765.1, s__Bifidobacterium tsurumiense, 95.0, 77.87, 0.18; GCF_000499185.1, s__Bifidobacterium sp000499185, 95.0, 77.82, 0.15; GCF_001042655.1, s__Bifidobacterium vaginale, 95.0, 77.77, 0.05; GCF_000499285.1, s__Bifidobacterium sp000499285, 95.0, 77.72, 0.15; GCF_003315615.1, s__Bifidobacterium xylocopae, 95.0, 77.71, 0.19; GCF_000738005.1, s__Bifidobacterium crudilactis, 95.0, 77.69, 0.18; GCF_003202715.1, s__Bifidobacterium asteroides_E, 95.0, 77.66, 0.15; GCF_900094885.1, s__Bifidobacterium commune, 95.0, 77.65, 0.16; GCF_000263635.1, s__Bifidobacterium vaginale_C, 95.0, 77.63, 0.07; GCF_003202695.1, s__Bifidobacterium asteroides_G, 95.0, 77.62, 0.15; GCF_003585735.1, s__Bifidobacterium sp003585735, 95.0, 77.58, 0.1; GCF_003408845.1, s__Bifidobacterium vaginale_H, 95.0, 77.39, 0.07; GCF_003585845.1, s__Bifidobacterium sp003585845, 95.0, 77.34, 0.07; GCF_000737845.1, s__Bifidobacterium bombi, 95.0, 77.3, 0.12; GCF_000741705.1, s__Bifidobacterium psychraerophilum, 95.0, 77.2, 0.18; GCF_002259585.1, s__Bifidobacterium coagulans, 95.0, 77.14, 0.04; GCF_000025205.1, s__Bifidobacterium vaginale_G, 95.0, 77.08, 0.08; GCF_001546485.1, s__Bifidobacterium vaginale_D, 95.0, 77.05, 0.06; GCF_001546455.1, s__Bifidobacterium vaginale_B, 95.0, 76.99, 0.07; GCF_002896555.1, s__Bifidobacterium vaginale_F, 95.0, 76.91, 0.06; GCF_002259795.1, s__Bifidobacterium aquikefiri, 95.0, 76.87, 0.08; GCF_000263595.1, s__Bifidobacterium vaginale_E, 95.0, 76.86, 0.07; GCF_002884815.1, s__Bifidobacterium sp002884815, 95.0, 76.78, 0.06; GCF_001563665.1, s__Bifidobacterium vaginale_A, 95.0, 76.64, 0.04	90.32	11	N/A	N/A
bin.320	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	GCF_003472155.1	95.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	98.19	0.95	GCF_003472155.1	95.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	98.19	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003464165.1, s__Lachnospira sp003451515, 95.0, 95.71, 0.85; GCF_000146185.1, s__Lachnospira eligens, 95.49, 95.51, 0.9; GCF_003458705.1, s__Lachnospira sp003537285, 95.49, 93.86, 0.84; GCA_900547255.1, s__Lachnospira sp900547255, 95.0, 79.25, 0.33; GCA_900112995.1, s__Lachnospira rogosae, 95.0, 79.23, 0.38; GCA_000436535.1, s__Lachnospira sp000436535, 95.0, 78.99, 0.39; GCA_000436475.1, s__Lachnospira sp000436475, 95.0, 78.87, 0.38; GCA_900316325.1, s__Lachnospira sp900316325, 95.0, 78.52, 0.29; GCA_002435585.1, s__Lachnospira sp002435585, 95.0, 78.49, 0.32; GCA_900545725.1, s__Lachnospira sp900545725, 95.0, 78.2, 0.29; GCF_000424105.1, s__Lachnospira multipara, 95.55, 78.15, 0.22; GCF_900103815.1, s__Lachnospira pectinoschiza_B, 95.55, 78.08, 0.21; GCF_000702205.1, s__Lachnospira multipara_A, 95.0, 77.92, 0.19; GCA_002394205.1, s__Lachnospira sp002394205, 95.0, 77.47, 0.16; GCA_000437735.1, s__Lachnospira sp000437735, 95.0, 77.46, 0.15; GCA_900551945.1, s__Lachnospira sp900551945, 95.0, 77.24, 0.22; GCA_900552795.1, s__Lachnospira sp900552795, 95.0, 77.04, 0.19	60.1	11	N/A	Genome has more than 10.8% of markers with multiple hits
bin.321	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__UBA7057 sp900542735	GCA_900542735.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__UBA7057 sp900542735	97.67	0.91	GCA_900542735.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__UBA7057 sp900542735	97.67	0.91	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002493865.1, s__UBA7057 sp002493865, 95.0, 77.75, 0.18; GCA_900543675.1, s__UBA7057 sp900543675, 95.0, 76.88, 0.24	41.33	11	N/A	N/A
bin.322	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	GCA_900540005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	98.81	0.87	GCA_900540005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	98.81	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000174895.1, s__Ruminococcus flavefaciens_A, 95.0, 79.48, 0.37; GCA_004556875.1, s__Ruminococcus flavefaciens_S, 95.0, 79.17, 0.28; GCF_900116855.1, s__Ruminococcus flavefaciens_R, 95.0, 79.05, 0.37; GCF_000621845.1, s__Ruminococcus flavefaciens_E, 95.0, 79.03, 0.4; GCF_000621785.1, s__Ruminococcus flavefaciens_C, 95.0, 78.94, 0.37; GCF_000518765.1, s__Ruminococcus flavefaciens, 95.0, 78.94, 0.4; GCF_900119535.1, s__Ruminococcus flavefaciens_H, 95.0, 78.86, 0.33; GCA_900318825.1, s__Ruminococcus sp900318825, 95.0, 78.85, 0.3; GCF_900119075.1, s__Ruminococcus flavefaciens_Q, 95.0, 78.81, 0.43; GCF_000526795.1, s__Ruminococcus flavefaciens_D, 95.0, 78.79, 0.41; GCF_900108555.1, s__Ruminococcus flavefaciens_P, 95.0, 78.6, 0.39; GCA_900315975.1, s__Ruminococcus sp900315975, 95.0, 78.59, 0.31; GCF_900143025.1, s__Ruminococcus flavefaciens_I, 95.0, 78.59, 0.4; GCA_004554385.1, s__Ruminococcus flavefaciens_T, 95.0, 78.57, 0.36; GCA_002309635.1, s__Ruminococcus flavefaciens_J, 95.0, 78.53, 0.29; GCF_000571935.1, s__Ruminococcus flavefaciens_F, 95.0, 78.47, 0.38; GCA_002373775.1, s__Ruminococcus flavefaciens_M, 95.0, 78.43, 0.27; GCA_002350065.1, s__Ruminococcus flavefaciens_N, 95.0, 78.34, 0.3; GCF_900109435.1, s__Ruminococcus flavefaciens_G, 95.0, 78.28, 0.33; GCA_001604035.1, s__Ruminococcus sp001604035, 95.0, 78.24, 0.27; GCF_000701945.1, s__Ruminococcus flavefaciens_B, 95.0, 78.18, 0.29; GCA_900319195.1, s__Ruminococcus sp900319195, 95.0, 78.15, 0.26; GCA_900545125.1, s__Ruminococcus sp900545125, 95.0, 78.13, 0.21; GCA_002348905.1, s__Ruminococcus flavefaciens_O, 95.0, 78.11, 0.23; GCA_002371825.1, s__Ruminococcus flavefaciens_L, 95.0, 78.1, 0.29; GCA_900315755.1, s__Ruminococcus sp900315755, 95.0, 78.1, 0.3; GCA_900321885.1, s__Ruminococcus sp900321885, 95.0, 78.04, 0.3; GCA_002394695.1, s__Ruminococcus sp002394695, 95.0, 77.93, 0.28; GCA_002362135.1, s__Ruminococcus sp002362135, 95.0, 77.79, 0.19; GCA_002414125.1, s__Ruminococcus sp002414125, 95.0, 77.78, 0.18; GCA_003488415.1, s__Ruminococcus sp003488415, 95.0, 77.54, 0.16; GCA_002438605.1, s__Ruminococcus sp002438605, 95.0, 77.48, 0.12; GCA_002310115.1, s__Ruminococcus flavefaciens_K, 95.0, 77.27, 0.15; GCA_002362175.1, s__Ruminococcus sp002362175, 95.0, 77.08, 0.17; GCA_002389995.1, s__Ruminococcus sp002389995, 95.0, 76.68, 0.14	81.21	11	N/A	N/A
bin.323	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000437095	GCF_004123145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000437095	98.85	0.91	GCF_004123145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000437095	98.85	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003011855.2, s__Ruminococcus_A sp003011855, 95.0, 91.77, 0.81; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 79.28, 0.23; GCA_004556655.1, s__Ruminococcus_A sp004556655, 95.0, 78.97, 0.26; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 78.94, 0.24; GCA_004562915.1, s__Ruminococcus_A sp004562915, 95.0, 78.89, 0.25	86.57	11	N/A	N/A
bin.324	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	GCA_900545925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	96.44	0.72	GCA_900545925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	96.44	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556635.1, s__CAG-170 sp900556635, 95.0, 96.42, 0.35; GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 89.19, 0.57; GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 82.87, 0.42; GCA_900549635.1, s__CAG-170 sp900549635, 95.0, 81.28, 0.19; GCA_002298695.1, s__CAG-170 sp002298695, 95.0, 80.48, 0.16; GCA_003516765.1, s__CAG-170 sp003516765, 95.0, 79.89, 0.23; GCA_900548625.1, s__CAG-170 sp900548625, 95.0, 79.72, 0.28; GCA_900555665.1, s__CAG-170 sp900555665, 95.0, 79.43, 0.22; GCA_000436735.1, s__CAG-170 sp000436735, 95.0, 79.28, 0.33; GCA_004555655.1, s__CAG-170 sp004555655, 95.0, 78.75, 0.2; GCA_002437575.1, s__CAG-170 sp002437575, 95.0, 78.75, 0.23; GCA_900553545.1, s__CAG-170 sp900553545, 95.0, 77.19, 0.11	13.23	11	N/A	N/A
bin.325	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900543885	GCA_900543885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900543885	97.82	0.8	GCA_900543885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900543885	97.82	0.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 87.01, 0.67; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 85.36, 0.7; GCA_900538485.1, s__Enterocloster sp900538485, 95.0, 77.54, 0.17; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 77.31, 0.22; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 77.22, 0.15; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 77.16, 0.11; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 76.97, 0.14; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 76.93, 0.11; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 76.87, 0.12; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 76.85, 0.11; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 76.84, 0.12; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 76.78, 0.12; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 76.59, 0.05; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 76.51, 0.05; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 76.36, 0.09; GCF_003024655.1, s__Enterocloster lavalensis, 95.0, 76.22, 0.09; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 76.17, 0.08; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 76.11, 0.07; GCA_900540675.1, s__Enterocloster sp900540675, 95.0, 75.87, 0.08; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 75.64, 0.05	32.86	11	N/A	N/A
bin.326	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp004556155	GCA_004556155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp004556155	98.29	0.9	GCA_004556155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp004556155	98.29	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.86	11	N/A	N/A
bin.327	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	GCA_900545495.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	95.67	0.91	GCA_900545495.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	95.67	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 88.78, 0.68; GCA_900550585.1, s__CAG-83 sp900550585, 95.0, 88.26, 0.76; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 88.1, 0.7; GCA_900545585.1, s__CAG-83 sp900545585, 95.0, 85.55, 0.79; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 82.62, 0.65; GCA_900551995.1, s__CAG-83 sp900551995, 95.0, 82.19, 0.68; GCA_900554275.1, s__CAG-83 sp900554275, 95.0, 81.45, 0.61; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 81.07, 0.46; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 80.86, 0.64; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 80.39, 0.52; GCA_900548615.1, s__CAG-83 sp900548615, 95.0, 80.28, 0.51; GCA_900555735.1, s__CAG-83 sp900555735, 95.0, 79.95, 0.49; GCA_900552725.1, s__CAG-83 sp900552725, 95.0, 79.79, 0.55; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 79.78, 0.48; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 79.26, 0.47; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 79.24, 0.44; GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 79.12, 0.45; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 78.71, 0.36; GCA_004555205.1, s__CAG-83 sp004555205, 95.0, 78.52, 0.29; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 78.5, 0.39; GCA_900550615.1, s__CAG-83 sp900550615, 95.0, 78.21, 0.4; GCA_004557655.1, s__CAG-83 sp004557655, 95.0, 78.17, 0.34; GCA_900549395.1, s__CAG-83 sp900549395, 95.0, 78.07, 0.31; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 78.02, 0.39; GCA_900552475.1, s__CAG-83 sp900552475, 95.0, 77.4, 0.38; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.04, 0.22	25.77	11	N/A	N/A
bin.328	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	N/A	N/A	N/A	N/A	N/A	GCA_002491565.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__UBA7160 sp002491565	77.86	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	taxonomic classification defined by topology and ANI	N/A	GCA_004557975.1, s__UBA7160 sp004557975, 95.0, 77.67, 0.2; GCF_003612585.1, s__UBA7160 sp003612585, 95.0, 77.53, 0.13	73.04	11	0.9440094509785453	N/A
